ordId;question;Comments;CorrectAnswer;a;b;c;sound;photo;questionId
111;Je désire tourner à gauche au carrefour;Le panneau d’obligation placé à votre droite ne vous laisse le choix qu’entre aller tout droit ou tourner à droite.;B;C'est autorisé;C'est interdit;;1112.mp3;2880025;1112
112;Sur autoroute, ma vitesse minimale est fixée à;Vitesse minimale (et pas maximale) sur autoroute: 70 km/h.;A;70 km/h;90 km/h;120 km/h;1132.mp3;917067;1132
113;L’arrêt et le stationnement sont interdits en deçà d’un feu à moins de;Ni arrêt ni stationnement à moins de 20 mètres en deçà d'un feu placé à un carrefour.;C;5 mètres;15 mètres;20 mètres;1136.mp3;2880046;1136
114;Je peux dépasser ce véhicule qui s'immobilise devant le passage pour piétons;Interdiction de dépasser le conducteur d'un véhicule large, d'une moto ou d'un cyclo qui s'arrête devant un passage pour piétons ou pour 2 roues.;C;Oui;Oui, sans mettre le piéton en danger;Non;1409.mp3;100027;1409
115;Je dois céder le passage au conducteur de la voiture blanche qui fait fonctionner son indicateur de direction;Le conducteur de la voiture blanche désire remettre son véhicule en mouvement. Cela constitue une manoeuvre.;B;Oui;Non;;1410.mp3;100028;1410
116;Cette femme enceinte doit boucler sa ceinture de sécurité avant de démarrer;Les femmes enceintes ne sont pas dispensées du port de la ceinture de sécurité.;A;Oui;Oui, sauf si elle est en possession d'un certificat médical;Non;1411.mp3;100029;1411
117;Je peux stationner sur les marques routières se trouvant à ma gauche;Ni arrêt ni stationnement sur ces marques.;C;Oui;Oui car elles ne font pas partie de la chaussée;Non;1412.mp3;100031;1412
118;Les véhicules de gauche sont stationnés. Je dois céder le passage au véhicule de police venant en sens inverse;Sans sirène, ce véhicule n'a pas priorité. Comme les obstacles se trouvent de son côté, il doit vous céder le passage.;B;Oui;Non, ce véhicule doit se rabattre et me céder le passage;;1413.mp3;100032;1413
119;Je peux tourner à gauche en franchissant ces marques en damier;N'oubliez pas que les trams ont toujours priorité.;B;Oui;Oui, en cédant le passage aux véhicules sur rail;Non;1414.mp3;100033;1414
120;Circulant sur un site spécial franchissable pour contourner un obstacle, je dois respecter ce feu de couleur blanche;Lorsque vous devez emprunter un site spécial franchissable pour contourner un obstacle, vous devez respecter les signaux lumineux spéciaux destinés aux véhicules de transport en commun.;A;Oui;Non;;1415.mp3;100034;1415
121;Circulant à 90 km/h, je dois garder avec le véhicule qui me précède une distance minimale de;Sol sec, 45 mètres. Sol humide, ajouter la moitié:  45 + 22.5 = 67.5 mètres;C;27 mètres;45 mètres;70 mètres;1416.mp3;100035;1416
122;Je peux dépasser ce véhicule dans le carrefour;Interdiction de dépasser un véhicule large, une moto ou un cyclo dans un carrefour qui n'est pas protégé par un agent, un feu vert ou un signal me donnant la priorité.;C;Oui;Oui, si aucun véhicule ne vient de droite;Non;1417.mp3;100036;1417
123;Un agent m'arrête pour avoir franchi un feu rouge. Je risque de me voir retirer mon permis de conduire;Pour n'importe quelle infraction du 2ème, 3ème ou 4ème degré, le policier peut, après avoir consulté un magistrat, vous retirer immédiatement votre permis de conduire.;A;Oui, tout de suite;Oui, mais seulement si je passe au tribunal;Non, je risque seulement une amende;1418.mp3;100040;1418
124;La fréquence de clignotement des indicateurs de direction doit être de;Chiffres à retenir: entre 60 et 120 par minute;B;80;60;60;1203.mp3;2473007;1203
125;Désirant tourner à gauche, je dois céder le passage à l'autobus;Le bus, comme les autres conducteurs, doit céder le passage à celui qui vient à sa droite. La seule priorité particulière accordée aux bus n'existe que pour quitter leur point d’arrêt en agglomération. Ce n’est pas le cas ici, vous avez donc priorité.;C;Oui;Oui, mais seulement en agglomération;Non;1225.mp3;2473029;1225
126;Le signal du bas signifie;Définition du signal: circulation admise dans les deux sens après une section de chaussée à sens unique.;C;Céder le passage au sens inverse de trafic;Priorité de passage sur le sens inverse de trafic;Circulation admise dans les deux sens;1209.mp3;2473013;1209
127;J'ai priorité sur le tram;Vous devez toujours laisser passer les véhicules sur rails. Le signal de priorité vous donne priorité sur les autres conducteurs, mais pas sur les trams.;B;Oui;Non;;1230.mp3;2473034;1230
128;Il y a imprégnation alcoolique punissable à partir de;0,5 gramme d’alcool par litre de sang, ou 0,22 mg d’alcool par litre d’air alvéolaire expiré.;B;0,35 gramme par litre de sang;0,5 gramme par litre de sang;0,8 gramme par litre de sang;1249.mp3;917045;1249
129;Lorsque l'horodateur est en panne, je peux stationner;Lorsqu’un parcomètre ou un horodateur est en panne, vous devez utiliser votre disque de stationnement. Sans disque de stationnement vous ne pourriez pas stationner.;B;Oui;Oui, à condition d'utiliser mon disque de stationnement;Non;1243.mp3;2473047;1243
130;En présence de cavaliers:;En présence d’animaux, vous devez ralentir. Vous ne devez vous immobiliser que si les animaux montrent des signes de frayeur.;C;Je poursuis ma route;Je m'arrête;Je m'immobilise si les chevaux montrent des signes de frayeur;1201.mp3;2473005;1201
131;Je désire dépasser ce véhicule roulant à très faible allure;La ligne blanche qui se trouve de mon côté est continue. Je ne peux donc pas la franchir.;C;C'est autorisé;C'est autorisé à condition de klaxonner;C'est interdit;1217.mp3;2473021;1217
132;Ce signal routier signifie;Définition du signal: croisement de la voie publique par une ou plusieurs voies ferrées établies sur la chaussée.;C;Passage à niveau à voie unique;Point d'arrêt d'un véhicule sur rails à 150 mètres;Voies ferrées établies sur la chaussée;1208.mp3;2473012;1208
133;Pour stationner sur une chaussée de cette agglomération le dimanche 17 avril à 22 heures;Il ne faut pas tenir compte de la date en elle même, mais bien de la période dans laquelle cette date se situe. Le 17 se situe dans la période 16-31. Durant cette période, vous êtes obligé de stationner du côté des immeubles à numéros pairs. Notez que l’h;B;Je stationne du côté des immeubles à numéros impairs;Je stationne du côté des immeubles à numéros pairs;Le dimanche, je peux stationner des deux côtés;1246.mp3;2473050;1246
134;Pour dépasser ce tracteur agricole, l’usage de l'avertisseur sonore est;Sans être obligatoire, l’usage du klaxon est autorisé pour signaler au conducteur qui vous précède que vous allez le dépasser. Attention, cela n’est autorisé que la journée et en dehors des agglomérations. ;B;Obligatoire;Autorisé;Interdit;1204.mp3;2473008;1204
135;Ces flèches signifient;Ces flèches de « rabattement » ne m’obligent pas à tourner à droite, mais à me rabattre dans la bande de droite.;B;Obligation de tourner à droite;Diminution du nombre de bandes de circulation dans le sens suivi;;1216.mp3;2473020;1216
136;Pour m'engager sur ce rond-point, je bénéficie de la priorité;Le signal vous impose de céder le passage.;B;Oui;Non;;1226.mp3;2473030;1226
137;Je peux dépasser le conducteur qui me précède par la gauche;Bien que le conducteur qui vous précède approche d’un passage à niveau, vous pouvez le dépasser, car tant le feu blanc lunaire que les barrières vous protègent. Ce n’est que sur les passages à niveau sans feu ni barrières que le dépassement d’un véhicule ;A;Oui;Non;;1232.mp3;2473036;1232
138;Pour stationner après le signal, l'usage du disque de stationnement est obligatoire;L’usage du disque de stationnement est obligatoire pour stationner un véhicule automobile un jour ouvrable. (Pas le samedi ni les jours fériés.);A;Oui;Non, pas pour les voitures;;1242.mp3;2473046;1242
139;Je désire tourner à droite à ce carrefour;Le signal rond à fond bleu vous oblige à continuer tout droit. Il n’est donc pas permis de tourner à droite.;C;Je me place sur les marques « BUS »;Je conserve ma bande de circulation;C'est interdit;1214.mp3;2473018;1214
140;Dans cette situation, j'ai priorité par rapport au véhicule venant en sens inverse;Le signal du bas vous impose de céder le passage au conducteur venant en sens inverse.;B;Oui;Non;;1211.mp3;2473015;1211
141;Le conducteur de la voiture blanche peut s'immobiliser à cet endroit;Ni arrêt ni stationnement à proximité d'un carrefour à moins de 5 mètres du prolongement de la chaussée transversale.;C;Oui;Oui, mais seulement pour débarquer sa passagère;Non;1244.mp3;2473048;1244
142;Je peux dépasser le conducteur qui me précède par la droite;Le dépassement par la droite est autorisé pour autant que le conducteur à dépasser ait indiqué son intention de tourner à gauche et se soit porté à gauche en vue d’effectuer ce mouvement.;A;Oui;Non;;1235.mp3;2473039;1235
143;A ces petits triangles blancs, je dois;Je ne suis pas obligé de m’arrêter. Par contre, si je dois m’arrêter, je le ferai à hauteur des petits triangles blancs. Ce n’est que pour le signal « STOP » que je dois toujours m’arrêter.;B;M'arrêter et céder le passage;Céder le passage et au besoin m'arrêter;;1219.mp3;2473023;1219
144;Ce signal routier signifie;Définition du signal: Accès interdit, dans les deux sens, à tout conducteur.;C;Chaussée à sens unique;Accès réservé aux riverains;Accès interdit à tout conducteur dans les deux sens;1212.mp3;2473016;1212
145;Sur cette place, je dois circuler le plus près possible du bord droit de la chaussée;Sur une place, vous n’êtes pas obligé de longer le bord droit.;C;Oui, toujours;Oui, sauf si je tourne à gauche;Non;1224.mp3;2473028;1224
146;Pour m'engager dans ce tunnel;En changeant de bande, vous exécutez une manoeuvre. Vous devez donc céder le passage aux conducteurs qui circulent sur la bande que vous voulez emprunter.;A;Je dois céder le passage;Venant de droite, je bénéficie de la priorité;;1228.mp3;2473032;1228
147;La voiture foncée débouche d'un chemin de terre. Je bénéficie de la priorité;Le conducteur de la voiture foncée débouche d’un chemin de terre. Il doit donc vous céder le passage bien qu’il vienne de droite.;A;Oui;Non;Non, sauf si le conducteur de la voiture foncée s'arrête;1229.mp3;2473033;1229
148;Sur cette voie publique, hors agglomération;Hors agglomération le choix de la bande n’est pas autorisé.Vous devez donc suivre la bande de droite.;A;Je dois circuler dans la bande de droite;Je peux rester dans la bande de circulation de gauche à plus de 70 km/h;Je peux choisir ma bande;1221.mp3;2473025;1221
149;Je désire tourner à droite à ce carrefour;Le feu rouge vous impose l’arrêt à hauteur de la ligne transversale. Vous devez donc attendre le feu vert pour pouvoir tourner.;B;Je peux tourner sans attendre;Je dois attendre le feu vert;;1205.mp3;2473009;1205
150;Je suis impliqué dans un accident ayant occasionné des dommages corporels. Le constat d'accident peut se faire en commun, sans l'intervention d'un agent qualifié;En cas d’accident ayant occasionné des dommages corporels, vous devez faire appel à un agent qualifié pour procéder aux constatations utiles.;B;Oui;Non;;1247.mp3;2473051;1247
151;Le remorquage au moyen d'une attache de fortune limite la vitesse à;Chiffre à retenir: 25 km/h.;A;25 km/h;30 km/h;50 km/h;1238.mp3;;1238
152;Je circule à 110 km/h. Je garde avec le véhicule qui me précède une distance minimale de;La distance de sécurité sur sol sec est égale, en mètres, à la moitié de la vitesse.;B;45 mètres;55 mètres;65 mètres;1239.mp3;;1239
153;Dans cette situation;Les feux ne fonctionnent pas. Dans ce cas, vous devez respecter le signal «STOP», et donc marquer l’arrêt et céder le passage.;C;J'ai priorité sur la voiture grise;J'ai priorité si je tourne à droite;Je dois marquer l’arrêt et céder le passage;1206.mp3;;1206
154;Je peux emprunter cette voie publique;Le signal m’indique une voie à sens unique. Le panneau additionnel signifie qu’il peut cependant y avoir des cyclistes ou cyclomotoristes venant en sens inverse.;A;Oui;Non, excepté à bicyclette ou à cyclomoteur;Non;1215.mp3;;1215
155;Sur cette voie publique située hors agglomération, je dois céder le passage à cet autobus qui manifeste son intention de quitter son point d'arrêt;Le bus ne bénéficie de la priorité pour quitter son point d’arrêt que dans les agglomérations.;B;Oui;Non;;1231.mp3;;1231
156;A ce carrefour;Le signal du haut me donne la priorité.;A;J'ai la priorité;Je cède le passage à droite;Je cède le passage à gauche et à droite;1227.mp3;;1227
157;En présence de cet autocar immobilisé,;Ce véhicule transporte des enfants. Si son conducteur fait fonctionner tous les clignotants, cela signifie logiquement que des enfants embarquent ou débarquent. Dans ce cas, vous devez fortement réduire l’allure.;B;Je continue normalement;Je ralentis fortement;Je m'arrête;1240.mp3;;1240
158;Au-delà de ces signaux, ma vitesse est limitée à;Vitesse en dehors de l’agglomération: 90 km/h. Flandre: 70 km/h.;C;50 km/h;70 km/h;90 km/h;1237.mp3;;1237
159;Avant d'aborder un virage;Ralentir avant le virage afin de réduire l'effet de la force centrifuge.;B;J'accélère;Je ralentis;Je maintiens ma vitesse, mais j'enfonce la pédale d'embrayage;1248.mp3;;1248
160;Je vire à droite. J'ai la priorité sur le conducteur venant en sens inverse;Vous tournez tous les deux. La priorité se règle comme une priorité de droite. Comme vous arrivez à droite de la voiture, vous avez priorité.;A;Oui;Non;;1233.mp3;;1233
161;Je peux dépasser l'autobus et la voiture blanche en même temps;Vous circulez sur une chaussée à deux sens. « Tripler » est donc interdit.;C;Oui;Oui, mais à 90 km/h maximum;Non;1236.mp3;;1236
162;A bord de mon véhicule d'une longueur de 4 mètres, je peux emprunter cette voie publique;Les deux signaux d’interdiction interdisent l’accès aux véhicules ayant une largeur supérieure à 2 mètres ou une hauteur supérieure à 3,70 mètres. La longueur n’est pas limitée.;A;Oui;Non;;1213.mp3;;1213
163;Je désire continuer tout droit;L’injonction de l’agent qualifié prévaut sur le feu. Or cette injonction m’oblige à m’arrêter.;C;Le feu vert m'y autorise;Je dois attendre que la voiture grise ait dégagé le carrefour;Je dois m’arrêter;1202.mp3;;1202
164;Cette façon de tenir le volant est correcte;Par référence aux aiguilles d'une horloge: entre 9h15 et 10h10.;B;Oui;Non;;1419.mp3;;1419
165;Ce marquage au sol;Ce sont des flèches de rabattement.;C;M'oblige à tourner à droite;M'interdit de dépasser;M'oblige à me rabattre dans la bande de droite;1420.mp3;;1420
166;Je peux franchir un feu jaune orange fixe;Seulement si vous en êtes trop proche pour vous arrêter dans des conditions de sécurité suffisante.;B;Oui, en redoublant de prudence;Oui, si j'en suis trop près pour pouvoir m'arrêter;Non, en aucun cas;1421.mp3;;1421
167;Couper le moteur influence le fonctionnement des freins;En aspirant l'air, le moteur crée une dépression qui est ensuite utilisée par le système de freinage pour vous assister.;A;Oui;Non;;1422.mp3;;1422
168;Pour stationner de nuit dans une rue sans éclairage, j'utilise les feux de position;En agglomération ou hors agglomération, sur la chaussée et sur l'accotement.;C;Seulement en agglomération;Seulement sur la chaussée;Sur la chaussée ou sur l'accotement;1423.mp3;;1423
169;L'utilisation des chaînes est autorisé;En cas de neige ou de verglas.;B;Du 1er novembre au 31 mars;Lorsque les conditions climatiques le justifient;Lorsqu'un avis est diffusé à la radio;1424.mp3;;1424
170;Je peux placer un siège 'dos à la route' à l'avant;Le déploiement de l’airbag risque d’écraser l’enfant entre le siège et le dossier.;B;Oui;Oui, si l’airbag est désactivé;Non;1425.mp3;;1425
171;Sur autoroute, je trouve une borne d'appel tous les;Vous serez donc toujours à maximum 1 km d’une borne.;B;1 km;2 km;3 km;1427.mp3;;1427
172;Lorsque la visibilité est d'environ 150 mètres j'allume, pour circuler;Les feux de route sont interdits si la visibilité est supérieure à 100 mètres, et les feux de position s’utilisent seulement pour arrêter ou stationner.;B;Les feux de position;Les feux de croisement;Les feux de route;1428.mp3;;1428
173;La vitesse est limitée pour les conducteurs circulants;Le panneau additionnel limite la portée du signal d’interdiction à la sortie.;B;Sur cette bande;Sur la sortie;Sur toute la chaussée;1429.mp3;;1429
174;Peut-on imposer le test de l’haleine à cette personne qui s’apprête à conduire ?;Le test de l’haleine peut être imposé à celui qui s’apprête à conduire un véhicule ou une monture dans un lieu public, même s’il n’a pas commis de faute ou d’infraction.;A;Oui;Seulement s’il présente des signes d’ivresse;Non, il faut attendre que le moteur tourne;1301.mp3;;1301
175;Ce signal limite la vitesse à;Dans une rue cyclable, maximum 30 Km/h;C;20 Km/h;25 Km/h;30 Km/h;8305.mp3;;8305
176;Je désire dépasser ce tracteur agricole;Il est bien entendu interdit de franchir une ligne blanche continue.;B;C'est autorisé;C'est interdit;;1218.mp3;;1218
177;Sur ce type de voie publique, ma vitesse est limitée à;Hors agglomération, vous pouvez circuler à 120 km/h sur les voies publiques divisées en 4 bandes de circulation ou plus dont deux au moins sont affectées à chaque sens de trafic pour autant que les deux sens de trafic soient séparés autrement que par une ;B;90 km/h;120 km/h;;1303.mp3;;1303
178;Sur cette chaussée à sens unique, je dois virer à gauche;Pour tourner à gauche depuis une chaussée à sens unique, vous devez vous porter le plus près possible du bord gauche de la chaussée.;A;Je dois me porter le plus possible à gauche;Je me place au milieu de la chaussée;Etant obligé de tourner, je peux rester à droite;1234.mp3;;1234
179;Puis-je dépasser le véhicule qui me précède en empruntant les rails du tram ?;Rien ne vous empêche d’emprunter les rails du tram lorsqu’ils sont intégrés à la chaussée.;A;Oui;Non;;1305.mp3;;1305
180;Pour constater un accident n’ayant pas occasionné de dommages corporels;Vous pouvez faire appel à un agent qualifié. Ce n’est obligatoire qu’en cas d’accident ayant entraîné des dommages corporels.;B;Je dois faire appel à un agent qualifié;Je peux faire appel à un agent qualifié;Je ne peux pas faire appel à un agent qualifié;1306.mp3;;1306
181;Puis-je équiper mon véhicule de pneus retaillés ?;Interdiction d’équiper une voiture de pneus retaillés (on dit aussi redessinés). Quand la profondeur des rainures principales de vos pneus est inférieure à 1,6 mm, vous pouvez éventuellement les faire rechaper, ou mieux, les changer.;C;Oui;Oui, mais seulement à l’arrière;Non;1307.mp3;;1307
182;Je bénéficie de la priorité sur le véhicule bleu;Bien que venant de droite, ce véhicule effectue une manoeuvre car il quitte un parking. Vous avez donc priorité.;A;Oui;Non;;1308.mp3;;1308
183;Je désire continuer tout droit, j’ai priorité sur les véhicules venant de droite;Le signal additionnel indique que la voie prioritaire est celle qui tourne vers la droite. En continuant tout droit, vous quittez la voie prioritaire, et vous devez donc céder le passage aux véhicules qui se présentent à votre droite qui eux, suivent le t;B;Oui;Non;;1309.mp3;;1309
184;Je peux m’immobiliser à côté de la voiture rouge pour débarquer mon passager;Ni arrêt ni stationnement sur la chaussée en double file, et encore moins en faisant fonctionner tous les clignotants.;B;Oui;Non;Non, sauf en faisant fonctionner les quatre clignotants;1310.mp3;;1310
185;Ce signal routier signifie;Définition du signal: Arrêt et stationnement interdit. Le panneau additionnel indique le début de l’interdiction.;B;Début d'une interdiction de stationnement;Début d'une interdiction d'arrêt et de stationnement;Fin d'une interdiction de stationnement;1241.mp3;;1241
186;Après avoir dépassé cette voiture;Après avoir franchi ces marques routières pour effectuer un dépassement, vous pouvez les franchir à nouveau pour reprendre la droite;C;J’attends la fin de la ligne continue pour reprendre la bande de droite;Je peux rester sur la bande de gauche;Je dois reprendre la bande de droite;1312.mp3;;1312
187;Au prochain carrefour, je bénéficie de la priorité;Le signal du bas rappelle le principe de la priorité de droite. Notez que le signal du haut règle le priorité pour un passage étroit, mais pas au carrefour.;B;Oui;Non;;1210.mp3;;1210
188;Pour tourner à gauche au prochain carrefour, à proximié immédiate du carrefour;Je dois emprunter la bande de gauche pour tourner à gauche, même si cette bande est une bande « BUS ». Le signal du haut ne m’oblige pas à continuer tout droit, mais m’indique une voie à sens unique.;A;J'emprunte la bande ''bus'';Je conserve ma bande de circulation;Le signal du haut m'oblige à continuer tout droit;1220.mp3;;1220
189;Je désire tourner à droite. La flèche verte m’y autorise;Les injonctions des agents qualifiés priment sur les signaux lumineux. Vous devez donc vous arrêter comme vous l’impose l’agent qualifié.;C;Oui;Oui, mais en cédant le passage aux conducteurs venant de gauche;Non;1315.mp3;;1315
190;Ce feu sous forme de flèche;Cette flèche d’évacuation vous indique que les véhicules venant en sens inverse sont retenus par un feu rouge.;B;M’oblige à tourner à gauche;M’indique que les véhicules en sens inverse sont retenus par un feu rouge;;1316.mp3;;1316
191;En circulant à 50 km/h, je parcours, en une seconde, une distance d’environ;Pour connaître la distance parcourue en une seconde, multipliez la dizaine de la vitesse par 3;C;5 mètres;10 mètres;15 mètres;1317.mp3;;1317
192;Je désire m’arrêter à droite pour prendre un passager;Embarquer un passager constitue un arrêt, et seul le stationnement est interdit à moins de 15 mètres de part et d’autre d’un arrêt de tram ou de bus, ou aux endroits où le passage des véhicules sur rails serait entravé. ;A;C’est autorisé;C’est interdit car le passage des trams serait entravé;C’est interdit à moins de 15 mètres de part et d’autre d’un arrêt de tram;1318.mp3;;1318
193;Mon véhicule est équipé de pneus à structure diagonale à l’avant. Je dois équiper l’essieu arrière de pneus à structure;Lorsque des pneus diagonaux sont montés sur l’essieu avant, vous pouvez monter au choix des pneus radiaux ou diagonaux sur l’essieu arrière. Lorsque des pneus radiaux équipent l’essieu avant, il faut impérativement équiper l’essieu arrière de pneus radiau;C;Radiale;Diagonale;Au choix, radiale ou diagonale;1319.mp3;;1319
194;Sur cette chaussée à sens unique à circulation dense;Lorsque la circulation est dense, le choix de la file est autorisé sur une chaussée à sens unique, sur une chaussée divisée en 4 bandes au moins, ou sur une chaussée surmontée de feux suspendus.;A;Je peux circuler dans la file du milieu;Je dois garder le bord droit de la chaussée;;1223.mp3;;1223
195;Je circule à 80 km/h. Je garde, avec le véhicule qui me précède, une distance de sécurité minimale d’environ;Sur sol sec, la moitié de la vitesse, soit 40 mètres. Sur sol humide, ajoutez la moitié 40 + 20 = 60 mètres minimum.;C;20 mètres;40 mètres;60 mètres;1321.mp3;;1321
196;Le véhicule devant moi s'arrête. Je peux le dépasser;Vous ne pouvez pas dépasser un véhicule « large », une moto ou un cyclo lorsque son conducteur s’arrête devant un passage pour cyclistes ou pour piétons.;C;Oui;Oui, à allure réduite;Non;1322.mp3;;1322
197;Le véhicule foncé tourne à gauche;Tourner ne constitue pas une manoeuvre. Le signal vous impose de céder le passage à droite et à gauche. Vous devez donc céder le passage au véhicule foncé.;B;Comme le conducteur effectue une manoeuvre, j’ai priorité;Je lui cède le passage;;1323.mp3;;1323
198;Ce signal routier signifie;Définition du signal: Cassis ou dos d’âne;B;Ralentisseur de trafic;Cassis ou dos d'âne;Passage pour piétons surélevé;1207.mp3;;1207
199;Pour stationner mon véhicule le 30 avril à 16 heures;Bien que le 30 avril soit le dernier jour de la période, vous devez encore stationner du côté droit jusqu’à 19h30.;A;Je stationne à droite;Je fais demi-tour et je stationne à gauche;Je stationne à gauche;1325.mp3;;1325
200;Sur cette chaussée étroite, je me suis immobilisé. Le passage laissé libre à ma gauche est inférieur à 3 mètres;Seul l’arrêt est autorisé quand il ne reste pas 3 mètres de chaussée libre au minimum.;B;C'est autorisé pour l'arrêt et le stationnement;C'est autorisé pour l'arrêt uniquement;C'est interdit;1245.mp3;;1245
201;Pour tourner à droite;Le feu se trouve à votre gauche, il ne vous concerne donc pas.;B;J’attends le feu vert;Je peux tourner en cédant le passage aux piétons;;1327.mp3;;1327
202;A l'approche de ce portique;A l’approche d’un portique, je peux suivre une des bandes au-dessus de laquelle ma destination est indiquée. Par la suite, je reprends bien entendu la droite.;A;Je peux choisir ma bande de circulation en fonction de ma destination;Je dois rester dans la bande de droite;Je peux quitter la bande de droite seulement si ma destination est ATH;1222.mp3;;1222
203;Je désire dépasser le véhicule qui me précède dans le carrefour;Interdiction de dépasser un véhicule « large », une moto ou un cyclo dans un carrefour où la priorité de droite est applicable.;B;C’est autorisé;C’est interdit;;1329.mp3;;1329
204;Le tram tourne à gauche devant moi;Vous devez toujours céder le passage aux véhicules sur rails, même s’ils changent de direction.;C;J’ai priorité;J’ai priorité mais redouble de prudence;Je lui cède le passage;1330.mp3;;1330
205;Le signal du bas indique;Les signaux ronds à fond bleu sont des signaux d’obligation. Dans ce cas, l’obligation d’aller tout droit. Le signal de sens unique a une forme carrée, et le panneau additionnel indiquant le tracé de la voie prioritaire ne représente pas une flèche.;C;Le tracé de la voie prioritaire;Une chaussée à sens unique;L’obligation de continuer dans le sens indiqué par la flèche;1113.mp3;;1113
206;Je peux dépasser le cycliste sur ce ralentisseur de trafic;Tout dépassement est interdit sur un ralentisseur, même le dépassement d’un deux roues.;B;Oui;Non;;1127.mp3;;1127
207;Dans ce carrefour, j’ai priorité sur la voiture;La priorité de droite est applicable dans ce carrefour. Vous avez donc priorité sur la voiture qui se présente à votre gauche, quelle que soit la direction que vous prendrez par la suite. Le changement de direction n’influence pas les règles de priorité.;A;Oui, même si je tourne à droite ou à gauche;Oui, mais seulement si je continue tout droit;Non;1333.mp3;;1333
208;Ce signal routier attire mon attention sur;Définition du signal: signaux lumineux tricolores;B;Un carrefour dont les feux ne fonctionnent plus;Des signaux lumineux tricolores;Un passage à niveau muni de feux à 150 mètres;1334.mp3;;1334
209;Pour tourner à gauche au carrefour, j’ai priorité sur la voiture blanche qui tourne à droite;En tournant à gauche, vous devez céder le passage au sens inverse de trafic. Dans le virage, la voiture blanche se trouvera à votre droite. Vous devez donc la laisser passer.;B;Oui;Non;;1335.mp3;;1335
210;Dans cette situation;L'agent ne fait pas d'injonction;A;Je peux tourner à droite;Je peux tourner à droite en cédant le passage;Je dois m'arrêter;1402.mp3;;1402
211;Ce signal routier indique;Définition du signal.;B;Une borne d'appel d'urgence;Une issue de secours dans un tunnel;Un poste de secours;3409.mp3;;3409
212;J’ai priorité dans ce carrefour;Le signal vous indiquant la fin de la voie prioritaire se trouve après le carrefour. Vous avez donc encore priorité sur la voiture blanche.;A;Oui;Non;;1337.mp3;;1337
213;Pour m'engager sur ce rond-point, je bénéficie de la priorité;Le signal vous oblige à céder le passage.;B;Oui;Non;;1226.mp3;;1226
214;Dans cette agglomération, je veux m’arrêter pour laisser descendre un passager;Sur une piste cyclable, ni arrêt ni stationnement. Par contre, sur une chaussée divisée en bandes, seul le stationnement est interdit. Vous pouvez donc vous y arrêter.;B;C’est autorisé sur la piste cyclable;C'est autorisé sur la chaussée;C’est interdit;1140.mp3;;1140
215;Je peux rester sur la bande de gauche;N’oubliez pas que votre place normale est à droite. Bien que les deux bandes soient affectées à votre sens, vous ne pouvez emprunter la bande de gauche que pour effectuer un dépassement ou lorsque la circulation est dense.;C;Oui;Oui, si personne ne veut me dépasser;Non;1340.mp3;;1340
216;Ce feu orange est clignotant. Cela signifie que l'ensemble du système tricolore ne fonctionne pas;Lorsque l’ensemble du système tricolore ne fonctionne pas, le feu orange clignotant s’allume au milieu. Ce feu ci peut devenir orange fixe, puis rouge.;B;Oui;Non;;1430.mp3;;1430
217;Autoroute. Ce conducteur reste sur la bande de gauche;Hors agglomération, vous pouvez klaxonner pour indiquer votre intention de dépasser.;B;Je le dépasse par la droite;Je peux klaxonner;Je reste juste derrière lui en le serrant;1431.mp3;;1431
218;Mon véhicule en panne est correctement stationné. Je dois placer le triangle de danger.;Lorsque votre véhicule est correctement stationné, vous ne devez pas utiliser le triangle de danger. Attention, vous ne pourrez pas le laisser plus de 24 heures.;C;Oui, à 30 mètres;Oui, à 50 mètres;Non;1432.mp3;;1432
219;Mon extincteur doit;1 kg de poudre suffit. Veuillez à pouvoir l’atteindre en moins de 10 secondes.;B;Etre loin du moteur, dans le coffre;A portée de main du conducteur;Contenir 5 kg de poudre;1433.mp3;;1433
220;Pour m'engager sous ce pont, je bénéficie de la priorité par rapport aux conducteurs venant en sens inverse;Le signal du bas vous donne priorité. Celui du haut vous oblige à céder le passage au prochain carrefour (après le pont);A;Oui;Non;;1434.mp3;;1434
221;Au delà de ce signal routier, le stationnement est;Ce signal indique la fin d’une zone de stationnement à durée limitée. Vous pouvez donc stationner sans utiliser le disque.;A;Autorisé;Autorisé en utilisant le disque de stationnement;Interdit;1435.mp3;;1435
222;Je peux stationner à droite;Le stationnement est autorisé partout sauf lorsqu’il est interdit. Ce n’est pas le cas ici.;A;Oui;Non;;1436.mp3;;1436
223;Ces cavaliers circulent à deux de front. Je peux les dépasser;Pas besoin que le policier vous fasse un signe. Ce qui est interdit, c’est de dépasser deux véhicules larges, motos ou cyclos.;A;Oui, si j'ai suffisamment de visibilité vers l'avant;Oui, mais seulement si le cavalier me fait un signe;Non;1437.mp3;;1437
224;Je désire continuer tout droit. Je peux franchir le feu;Le feu rouge allumé conjointement avec la flèche verte vous autorise à franchir le feu en cédant le passage aux conducteurs et piétons qui ont le feu vert.;B;Oui;Oui, en cédant le passage aux véhicules venant à ma gauche;Non;1438.mp3;;1438
225;Sur ce rond point divisé en bandes;Le choix de la bande est autorisé mais pensez à vous mettre à droite avant de sortir.;B;Je dois circuler sur la bande de droite;Je peux choisir ma bande;Je peux quitter le rond point depuis la bande de gauche;1439.mp3;;1439
